dataset,model,state,mean,mean_CI95,var,var_CI95,param1,param1_CI95,param2,param2_CI95,param3,param3_CI95
onset-to-ICU-admission,Log-normal,PA,10.75,"(10.4, 11.13)",76.66,"(68.06, 86.47)",2.12,"(2.09, 2.15)",0.71,"(0.69, 0.73)",,
onset-to-ICU-admission,Log-normal,PB,8.71,"(8.28, 9.17)",43.48,"(36.01, 51.98)",1.94,"(1.89, 1.99)",0.67,"(0.64, 0.7)",,
onset-to-ICU-admission,Log-normal,PE,7.87,"(7.56, 8.19)",42.73,"(37.13, 49.17)",1.8,"(1.76, 1.84)",0.72,"(0.7, 0.75)",,
onset-to-ICU-admission,Log-normal,PI,7.92,"(7.45, 8.43)",34.66,"(27.72, 43.22)",1.85,"(1.79, 1.9)",0.66,"(0.62, 0.7)",,
onset-to-ICU-admission,Log-normal,PR,7.55,"(7.26, 7.86)",30.09,"(26.06, 34.96)",1.81,"(1.77, 1.85)",0.65,"(0.63, 0.68)",,
onset-to-ICU-admission,Log-normal,RJ,7.57,"(7.44, 7.7)",37.5,"(35.11, 40.06)",1.77,"(1.76, 1.79)",0.71,"(0.7, 0.72)",,
onset-to-ICU-admission,Log-normal,RN,9.34,"(8.85, 9.86)",50.63,"(41.69, 61.08)",2.01,"(1.96, 2.05)",0.68,"(0.64, 0.71)",,
onset-to-ICU-admission,Log-normal,RO,7.68,"(7.04, 8.39)",43.31,"(31.9, 57.88)",1.76,"(1.68, 1.84)",0.74,"(0.69, 0.79)",,
onset-to-ICU-admission,Log-normal,RR,8.1,"(6.92, 9.5)",42.18,"(26.69, 64.73)",1.84,"(1.69, 2.0)",0.7,"(0.64, 0.76)",,
onset-to-ICU-admission,Log-normal,RS,8.19,"(7.87, 8.54)",41.18,"(35.56, 47.55)",1.86,"(1.83, 1.9)",0.69,"(0.67, 0.72)",,
onset-to-ICU-admission,Log-normal,SC,7.98,"(7.56, 8.43)",32.32,"(26.62, 39.13)",1.87,"(1.82, 1.92)",0.64,"(0.61, 0.67)",,
onset-to-ICU-admission,Log-normal,SE,8.66,"(7.97, 9.41)",51.7,"(39.34, 68.04)",1.9,"(1.82, 1.98)",0.72,"(0.68, 0.77)",,
onset-to-ICU-admission,Log-normal,SP,7.94,"(7.86, 8.03)",36.52,"(35.07, 38.01)",1.84,"(1.83, 1.85)",0.68,"(0.67, 0.68)",,
onset-to-ICU-admission,Log-normal,TO,8.88,"(7.77, 10.13)",48.14,"(31.83, 70.4)",1.95,"(1.82, 2.08)",0.69,"(0.62, 0.75)",,
onset-to-ICU-admission,Log-normal,Brazil,8.3,"(8.25, 8.36)",42.42,"(41.36, 43.49)",1.88,"(1.87, 1.88)",0.69,"(0.69, 0.7)",,
onset-to-ICU-admission,Gen. Gamma,AC,14.63,"(10.24, 20.05)",61.1,"(28.02, 125.72)",5.79,"(2.89, 10.15)",3.44,"(1.78, 5.7)",1.12,"(1.0, 1.42)"
onset-to-ICU-admission,Gen. Gamma,AL,8.07,"(7.73, 8.42)",26.55,"(23.48, 30.01)",3.41,"(3.05, 3.85)",2.43,"(2.21, 2.65)",1.01,"(1.0, 1.04)"
onset-to-ICU-admission,Gen. Gamma,AM,10.73,"(10.36, 11.11)",48.86,"(44.23, 54.0)",4.75,"(4.32, 5.34)",2.33,"(2.16, 2.5)",1.01,"(1.0, 1.05)"
onset-to-ICU-admission,Gen. Gamma,AP,11.2,"(9.94, 12.67)",36.52,"(25.41, 52.9)",4.81,"(2.86, 8.29)",3.12,"(2.23, 4.11)",1.14,"(1.0, 1.47)"
onset-to-ICU-admission,Gen. Gamma,BA,8.26,"(8.04, 8.49)",30.11,"(27.84, 32.54)",3.71,"(3.48, 4.0)",2.26,"(2.13, 2.38)",1.01,"(1.0, 1.02)"
onset-to-ICU-admission,Gen. Gamma,CE,10.0,"(9.76, 10.25)",42.0,"(39.16, 45.22)",4.33,"(4.04, 4.73)",2.36,"(2.24, 2.48)",1.01,"(1.0, 1.04)"
onset-to-ICU-admission,Gen. Gamma,DF,8.19,"(7.93, 8.46)",22.48,"(20.41, 24.83)",3.19,"(2.68, 4.19)",2.85,"(2.57, 3.12)",1.05,"(1.0, 1.16)"
onset-to-ICU-admission,Gen. Gamma,ES,8.07,"(7.71, 8.46)",26.92,"(23.65, 30.62)",3.65,"(3.13, 4.49)",2.36,"(2.12, 2.61)",1.03,"(1.0, 1.11)"
onset-to-ICU-admission,Gen. Gamma,GO,7.52,"(7.22, 7.85)",20.26,"(17.82, 22.91)",2.94,"(2.54, 3.59)",2.73,"(2.45, 3.0)",1.03,"(1.0, 1.1)"
onset-to-ICU-admission,Gen. Gamma,MA,10.33,"(9.63, 11.05)",42.34,"(34.86, 51.12)",5.16,"(3.89, 7.4)",2.35,"(1.98, 2.73)",1.08,"(1.0, 1.27)"
onset-to-ICU-admission,Gen. Gamma,MG,7.56,"(7.32, 7.8)",22.77,"(20.78, 24.97)",3.12,"(2.86, 3.46)",2.49,"(2.32, 2.66)",1.01,"(1.0, 1.04)"
onset-to-ICU-admission,Gen. Gamma,MS,8.22,"(7.53, 8.93)",22.01,"(16.96, 28.52)",3.6,"(2.46, 5.71)",2.84,"(2.18, 3.51)",1.1,"(1.0, 1.34)"
onset-to-ICU-admission,Gen. Gamma,MT,8.32,"(7.88, 8.8)",21.04,"(17.76, 24.99)",3.02,"(2.37, 4.26)",3.14,"(2.66, 3.61)",1.06,"(1.0, 1.2)"
onset-to-ICU-admission,Gen. Gamma,PA,10.6,"(10.29, 10.92)",49.27,"(45.38, 53.66)",4.81,"(4.44, 5.35)",2.26,"(2.12, 2.4)",1.01,"(1.0, 1.04)"
onset-to-ICU-admission,Gen. Gamma,PB,8.58,"(8.21, 8.97)",28.55,"(25.05, 32.49)",3.64,"(3.13, 4.48)",2.51,"(2.26, 2.78)",1.03,"(1.0, 1.11)"
onset-to-ICU-admission,Gen. Gamma,PE,7.88,"(7.62, 8.15)",30.26,"(27.57, 33.15)",3.92,"(3.63, 4.27)",2.04,"(1.91, 2.18)",1.01,"(1.0, 1.03)"
onset-to-ICU-admission,Gen. Gamma,PI,7.81,"(7.4, 8.27)",23.48,"(19.93, 27.73)",3.27,"(2.75, 4.05)",2.54,"(2.22, 2.86)",1.03,"(1.0, 1.1)"
onset-to-ICU-admission,Gen. Gamma,PR,7.39,"(7.15, 7.66)",19.8,"(17.92, 21.88)",2.87,"(2.55, 3.38)",2.71,"(2.5, 2.93)",1.02,"(1.0, 1.08)"
onset-to-ICU-admission,Gen. Gamma,RJ,7.49,"(7.38, 7.6)",25.19,"(24.16, 26.28)",3.39,"(3.27, 3.52)",2.22,"(2.15, 2.29)",1.0,"(1.0, 1.01)"
onset-to-ICU-admission,Gen. Gamma,RN,9.17,"(8.76, 9.59)",32.15,"(28.14, 36.86)",3.9,"(3.31, 4.92)",2.54,"(2.26, 2.82)",1.04,"(1.0, 1.13)"
onset-to-ICU-admission,Gen. Gamma,RO,7.41,"(6.85, 8.0)",24.09,"(19.36, 29.82)",5.5,"(3.38, 8.88)",1.9,"(1.49, 2.33)",1.24,"(1.01, 1.69)"
onset-to-ICU-admission,Gen. Gamma,RR,7.9,"(6.68, 9.25)",26.06,"(16.72, 40.15)",4.6,"(2.74, 7.6)",2.21,"(1.52, 3.05)",1.13,"(1.0, 1.45)"
onset-to-ICU-admission,Gen. Gamma,RS,8.03,"(7.75, 8.3)",26.35,"(23.84, 29.0)",3.47,"(3.12, 3.99)",2.41,"(2.23, 2.6)",1.02,"(1.0, 1.06)"
onset-to-ICU-admission,Gen. Gamma,SC,7.76,"(7.42, 8.13)",19.64,"(17.08, 22.69)",3.33,"(2.47, 5.02)",2.82,"(2.38, 3.22)",1.09,"(1.0, 1.3)"
onset-to-ICU-admission,Gen. Gamma,SE,8.63,"(7.98, 9.31)",34.67,"(28.17, 42.36)",4.61,"(3.66, 6.14)",2.06,"(1.75, 2.41)",1.05,"(1.0, 1.17)"
onset-to-ICU-admission,Gen. Gamma,SP,7.85,"(7.78, 7.93)",25.01,"(24.34, 25.69)",3.2,"(3.13, 3.27)",2.46,"(2.41, 2.51)",1.0,"(1.0, 1.0)"
onset-to-ICU-admission,Gen. Gamma,TO,8.66,"(7.71, 9.74)",25.25,"(17.57, 36.37)",4.87,"(2.77, 8.35)",2.56,"(1.84, 3.4)",1.21,"(1.01, 1.65)"
onset-to-ICU-admission,Gen. Gamma,Brazil,8.19,"(8.13, 8.24)",33.3,"(32.51, 34.15)",0.02,"(0.01, 0.03)",5.27,"(4.91, 5.62)",0.41,"(0.38, 0.44)"
onset-to-ICU-admission,Gen. Log-normal,AC,10.54,"(7.93, 14.46)",406.88,"(32.27, 764.17)",2.04,"(1.77, 2.32)",0.65,"(0.5, 0.81)",1.75,"(1.37, 2.14)"
onset-to-ICU-admission,Gen. Log-normal,AL,8.0,"(7.63, 8.39)",40.11,"(31.74, 51.85)",1.86,"(1.82, 1.9)",0.53,"(0.46, 0.6)",1.63,"(1.45, 1.82)"
onset-to-ICU-admission,Gen. Log-normal,AM,11.29,"(10.79, 11.83)",104.74,"(80.96, 140.43)",2.17,"(2.13, 2.21)",0.53,"(0.46, 0.6)",1.53,"(1.38, 1.7)"
onset-to-ICU-admission,Gen. Log-normal,AP,10.86,"(9.49, 12.52)",59.96,"(33.47, 109.04)",2.19,"(2.06, 2.32)",0.59,"(0.48, 0.7)",1.89,"(1.59, 2.25)"
onset-to-ICU-admission,Gen. Log-normal,BA,8.65,"(8.35, 8.98)",57.82,"(48.13, 71.25)",1.9,"(1.87, 1.94)",0.57,"(0.51, 0.62)",1.62,"(1.48, 1.76)"
onset-to-ICU-admission,Gen. Log-normal,CE,10.93,"(10.57, 11.28)",111.28,"(87.52, 146.88)",2.13,"(2.1, 2.15)",0.48,"(0.43, 0.54)",1.43,"(1.31, 1.56)"
onset-to-ICU-admission,Gen. Log-normal,DF,8.56,"(8.2, 8.95)",39.66,"(32.36, 49.64)",1.95,"(1.91, 1.98)",0.54,"(0.47, 0.61)",1.71,"(1.52, 1.9)"
onset-to-ICU-admission,Gen. Log-normal,ES,8.3,"(7.81, 8.81)",44.26,"(34.4, 57.61)",1.88,"(1.82, 1.93)",0.66,"(0.58, 0.74)",1.9,"(1.67, 2.14)"
onset-to-ICU-admission,Gen. Log-normal,GO,7.76,"(7.37, 8.17)",32.9,"(26.15, 42.44)",1.84,"(1.8, 1.89)",0.57,"(0.5, 0.64)",1.78,"(1.58, 1.99)"
onset-to-ICU-admission,Gen. Log-normal,MA,10.84,"(9.94, 11.83)",90.45,"(59.75, 144.07)",2.13,"(2.06, 2.2)",0.59,"(0.49, 0.69)",1.68,"(1.43, 1.92)"
onset-to-ICU-admission,Gen. Log-normal,MG,7.75,"(7.44, 8.08)",35.64,"(29.81, 43.05)",1.82,"(1.79, 1.86)",0.63,"(0.57, 0.69)",1.87,"(1.7, 2.06)"
onset-to-ICU-admission,Gen. Log-normal,MS,8.46,"(7.66, 9.35)",36.78,"(23.19, 58.82)",1.94,"(1.84, 2.02)",0.58,"(0.48, 0.68)",1.85,"(1.55, 2.17)"
onset-to-ICU-admission,Gen. Log-normal,MT,8.66,"(8.09, 9.26)",35.49,"(25.67, 50.48)",1.98,"(1.92, 2.04)",0.5,"(0.4, 0.59)",1.69,"(1.42, 1.95)"
onset-to-ICU-admission,Gen. Log-normal,PA,11.14,"(10.74, 11.55)",100.76,"(82.16, 126.17)",2.15,"(2.12, 2.18)",0.58,"(0.51, 0.64)",1.62,"(1.47, 1.77)"
onset-to-ICU-admission,Gen. Log-normal,PB,8.84,"(8.35, 9.37)",48.1,"(37.35, 62.98)",1.95,"(1.9, 2.0)",0.6,"(0.52, 0.68)",1.78,"(1.58, 2.01)"
onset-to-ICU-admission,Gen. Log-normal,PE,7.9,"(7.59, 8.25)",44.23,"(37.4, 53.01)",1.8,"(1.77, 1.84)",0.71,"(0.65, 0.77)",1.95,"(1.77, 2.16)"
onset-to-ICU-admission,Gen. Log-normal,PI,8.01,"(7.47, 8.61)",37.65,"(27.93, 52.15)",1.86,"(1.8, 1.92)",0.58,"(0.5, 0.66)",1.78,"(1.56, 2.01)"
onset-to-ICU-admission,Gen. Log-normal,PR,7.78,"(7.41, 8.17)",35.52,"(28.24, 45.84)",1.84,"(1.8, 1.88)",0.55,"(0.47, 0.62)",1.7,"(1.5, 1.9)"
onset-to-ICU-admission,Gen. Log-normal,RJ,7.51,"(7.36, 7.66)",35.64,"(32.95, 38.68)",1.77,"(1.75, 1.78)",0.74,"(0.71, 0.78)",2.11,"(2.0, 2.23)"
onset-to-ICU-admission,Gen. Log-normal,RN,9.63,"(9.07, 10.23)",60.8,"(45.45, 83.42)",2.03,"(1.98, 2.09)",0.57,"(0.49, 0.65)",1.69,"(1.48, 1.92)"
onset-to-ICU-admission,Gen. Log-normal,RO,7.68,"(6.89, 8.6)",44.95,"(28.77, 71.35)",1.76,"(1.66, 1.85)",0.77,"(0.66, 0.89)",2.08,"(1.75, 2.55)"
onset-to-ICU-admission,Gen. Log-normal,RR,8.4,"(6.91, 10.28)",57.59,"(24.51, 139.75)",1.86,"(1.7, 2.03)",0.65,"(0.53, 0.77)",1.81,"(1.51, 2.14)"
onset-to-ICU-admission,Gen. Log-normal,RS,8.44,"(8.02, 8.89)",48.58,"(38.42, 62.67)",1.89,"(1.85, 1.93)",0.61,"(0.53, 0.69)",1.76,"(1.56, 1.98)"
onset-to-ICU-admission,Gen. Log-normal,SC,8.16,"(7.68, 8.7)",36.07,"(27.25, 49.45)",1.9,"(1.84, 1.95)",0.54,"(0.46, 0.62)",1.72,"(1.49, 1.96)"
onset-to-ICU-admission,Gen. Log-normal,SE,8.89,"(8.11, 9.78)",64.18,"(42.93, 99.27)",1.91,"(1.83, 1.99)",0.66,"(0.56, 0.77)",1.79,"(1.56, 2.07)"
onset-to-ICU-admission,Gen. Log-normal,SP,8.09,"(7.99, 8.19)",40.81,"(38.39, 43.42)",1.86,"(1.85, 1.87)",0.61,"(0.59, 0.63)",1.79,"(1.72, 1.86)"
onset-to-ICU-admission,Gen. Log-normal,TO,9.13,"(7.93, 10.66)",58.65,"(29.7, 120.07)",1.97,"(1.85, 2.1)",0.61,"(0.49, 0.73)",1.77,"(1.48, 2.09)"
onset-to-ICU-admission,Gen. Log-normal,Brazil,8.46,"(8.39, 8.53)",47.99,"(46.12, 49.96)",1.89,"(1.89, 1.9)",0.62,"(0.6, 0.63)",1.78,"(1.73, 1.82)"
Hospital-Admission-to-death,Gamma,AC,11.32,"(9.77, 13.11)",100.43,"(74.6, 134.96)",1.29,"(1.09, 1.49)",0.11,"(0.09, 0.14)",,
Hospital-Admission-to-death,Gamma,AL,8.42,"(7.91, 8.94)",63.82,"(55.58, 73.01)",1.11,"(1.03, 1.2)",0.13,"(0.12, 0.14)",,
Hospital-Admission-to-death,Gamma,AM,8.63,"(8.33, 8.95)",63.67,"(58.43, 69.41)",1.17,"(1.11, 1.23)",0.14,"(0.13, 0.14)",,
Hospital-Admission-to-death,Gamma,AP,9.62,"(8.5, 10.83)",69.75,"(53.66, 89.02)",1.34,"(1.16, 1.54)",0.14,"(0.12, 0.16)",,
Hospital-Admission-to-death,Gamma,BA,10.12,"(9.73, 10.54)",89.17,"(81.19, 97.93)",1.15,"(1.09, 1.21)",0.11,"(0.11, 0.12)",,
Hospital-Admission-to-death,Gamma,CE,10.24,"(9.98, 10.5)",88.13,"(82.83, 93.93)",1.19,"(1.15, 1.23)",0.12,"(0.11, 0.12)",,
Hospital-Admission-to-death,Gamma,DF,11.76,"(11.01, 12.55)",98.37,"(84.51, 114.25)",1.41,"(1.29, 1.54)",0.12,"(0.11, 0.13)",,
Hospital-Admission-to-death,Gamma,ES,10.92,"(10.39, 11.45)",79.81,"(70.81, 89.73)",1.5,"(1.39, 1.61)",0.14,"(0.13, 0.15)",,
Hospital-Admission-to-death,Gamma,GO,9.51,"(8.91, 10.18)",73.46,"(62.69, 85.59)",1.24,"(1.13, 1.35)",0.13,"(0.12, 0.14)",,
Hospital-Admission-to-death,Gamma,MA,8.14,"(7.68, 8.62)",69.33,"(60.56, 79.2)",0.96,"(0.89, 1.03)",0.12,"(0.11, 0.13)",,
Hospital-Admission-to-death,Gamma,MG,10.46,"(9.96, 10.95)",76.9,"(68.57, 85.93)",1.42,"(1.33, 1.53)",0.14,"(0.13, 0.15)",,
Hospital-Admission-to-death,Gamma,MS,10.34,"(8.99, 11.82)",82.42,"(62.52, 109.17)",1.31,"(1.12, 1.52)",0.13,"(0.1, 0.15)",,
Hospital-Admission-to-death,Gamma,MT,8.73,"(7.86, 9.66)",61.3,"(48.86, 76.89)",1.25,"(1.09, 1.42)",0.14,"(0.12, 0.17)",,
Hospital-Admission-to-death,Gamma,PA,8.06,"(7.82, 8.32)",61.46,"(57.17, 65.85)",1.06,"(1.02, 1.1)",0.13,"(0.13, 0.14)",,
Hospital-Admission-to-death,Gamma,PB,8.09,"(7.65, 8.58)",57.92,"(50.82, 66.16)",1.13,"(1.05, 1.22)",0.14,"(0.13, 0.15)",,
Hospital-Admission-to-death,Gamma,PE,8.29,"(8.0, 8.58)",81.39,"(74.69, 88.38)",0.84,"(0.81, 0.88)",0.1,"(0.1, 0.11)",,
Hospital-Admission-to-death,Gamma,PI,10.84,"(10.01, 11.72)",95.52,"(80.16, 114.16)",1.23,"(1.11, 1.36)",0.11,"(0.1, 0.13)",,
Hospital-Admission-to-death,Gamma,PR,11.2,"(10.63, 11.82)",77.35,"(67.93, 88.22)",1.63,"(1.49, 1.77)",0.15,"(0.13, 0.16)",,
Hospital-Admission-to-death,Gamma,RJ,9.56,"(9.37, 9.75)",83.32,"(79.38, 87.26)",1.1,"(1.07, 1.13)",0.11,"(0.11, 0.12)",,
Hospital-Admission-to-death,Gamma,RN,8.44,"(7.95, 8.96)",60.3,"(52.38, 69.54)",1.18,"(1.09, 1.29)",0.14,"(0.13, 0.15)",,
Hospital-Admission-to-death,Gamma,RO,9.86,"(8.89, 10.94)",71.49,"(56.94, 90.25)",1.37,"(1.2, 1.55)",0.14,"(0.12, 0.16)",,
Hospital-Admission-to-death,Gamma,RR,9.43,"(8.47, 10.43)",67.86,"(54.17, 83.93)",1.32,"(1.16, 1.49)",0.14,"(0.12, 0.16)",,
Hospital-Admission-to-death,Gamma,RS,11.55,"(10.86, 12.29)",100.53,"(86.95, 116.48)",1.33,"(1.22, 1.44)",0.12,"(0.1, 0.13)",,
Hospital-Admission-to-death,Gamma,SC,12.73,"(11.73, 13.85)",127.35,"(104.88, 155.46)",1.28,"(1.14, 1.42)",0.1,"(0.09, 0.11)",,
Hospital-Admission-to-death,Gamma,SE,8.77,"(7.83, 9.83)",85.67,"(66.77, 110.07)",0.9,"(0.79, 1.02)",0.1,"(0.09, 0.12)",,
Hospital-Admission-to-death,Gamma,SP,11.26,"(11.11, 11.4)",92.24,"(89.13, 95.36)",1.37,"(1.35, 1.4)",0.12,"(0.12, 0.13)",,
Hospital-Admission-to-death,Gamma,TO,9.16,"(8.08, 10.35)",69.52,"(53.89, 88.99)",1.22,"(1.05, 1.4)",0.13,"(0.11, 0.16)",,
Hospital-Admission-to-death,Gamma,Brazil,9.97,"(9.89, 10.05)",84.78,"(83.23, 86.37)",1.17,"(1.16, 1.19)",0.12,"(0.12, 0.12)",,
Hospital-Admission-to-death,Weibull,AC,11.06,"(9.66, 12.54)",95.91,"(67.75, 135.92)",1.14,"(1.01, 1.28)",11.58,"(10.06, 13.15)",,
Hospital-Admission-to-death,Weibull,AL,8.44,"(7.94, 8.97)",62.64,"(53.69, 73.34)",1.07,"(1.01, 1.12)",8.66,"(8.11, 9.23)",,
Hospital-Admission-to-death,Weibull,AM,8.64,"(8.34, 8.95)",65.08,"(59.28, 71.2)",1.07,"(1.04, 1.1)",8.88,"(8.55, 9.22)",,
Hospital-Admission-to-death,Weibull,AP,9.32,"(8.33, 10.42)",57.68,"(43.06, 77.5)",1.24,"(1.12, 1.37)",9.97,"(8.88, 11.17)",,
Hospital-Admission-to-death,Weibull,BA,10.13,"(9.74, 10.55)",88.94,"(80.44, 98.53)",1.08,"(1.04, 1.11)",10.42,"(9.99, 10.86)",,
Hospital-Admission-to-death,Weibull,CE,10.26,"(10.0, 10.54)",88.59,"(82.96, 94.66)",1.09,"(1.07, 1.12)",10.61,"(10.33, 10.9)",,
Hospital-Admission-to-death,Weibull,DF,11.61,"(10.95, 12.29)",89.64,"(77.1, 105.06)",1.24,"(1.16, 1.31)",12.43,"(11.69, 13.19)",,
Hospital-Admission-to-death,Weibull,ES,10.82,"(10.32, 11.36)",72.97,"(64.95, 82.25)",1.28,"(1.22, 1.33)",11.66,"(11.11, 12.26)",,
Hospital-Admission-to-death,Weibull,GO,9.5,"(8.88, 10.15)",69.61,"(58.69, 82.81)",1.14,"(1.08, 1.21)",9.96,"(9.27, 10.67)",,
Hospital-Admission-to-death,Weibull,MA,8.21,"(7.72, 8.72)",71.49,"(61.51, 82.98)",0.97,"(0.93, 1.02)",8.11,"(7.59, 8.64)",,
Hospital-Admission-to-death,Weibull,MG,10.4,"(9.93, 10.87)",71.43,"(63.58, 80.2)",1.24,"(1.19, 1.29)",11.15,"(10.61, 11.68)",,
Hospital-Admission-to-death,Weibull,MS,10.01,"(8.77, 11.39)",69.09,"(48.58, 97.71)",1.22,"(1.08, 1.36)",10.67,"(9.3, 12.14)",,
Hospital-Admission-to-death,Weibull,MT,8.57,"(7.74, 9.52)",52.92,"(40.64, 68.93)",1.19,"(1.09, 1.29)",9.08,"(8.16, 10.07)",,
Hospital-Admission-to-death,Weibull,PA,8.07,"(7.84, 8.32)",61.99,"(57.54, 66.71)",1.03,"(1.0, 1.05)",8.16,"(7.9, 8.42)",,
Hospital-Admission-to-death,Weibull,PB,8.09,"(7.62, 8.57)",55.94,"(48.46, 65.0)",1.08,"(1.03, 1.14)",8.34,"(7.81, 8.85)",,
Hospital-Admission-to-death,Weibull,PE,8.32,"(8.01, 8.64)",89.07,"(80.85, 97.94)",0.88,"(0.86, 0.91)",7.83,"(7.52, 8.16)",,
Hospital-Admission-to-death,Weibull,PI,10.8,"(10.02, 11.63)",89.74,"(74.48, 108.78)",1.15,"(1.07, 1.22)",11.33,"(10.45, 12.23)",,
Hospital-Admission-to-death,Weibull,PR,11.03,"(10.48, 11.6)",70.24,"(61.81, 79.92)",1.33,"(1.26, 1.4)",11.99,"(11.35, 12.64)",,
Hospital-Admission-to-death,Weibull,RJ,9.57,"(9.38, 9.77)",84.53,"(80.55, 88.91)",1.04,"(1.03, 1.06)",9.73,"(9.53, 9.93)",,
Hospital-Admission-to-death,Weibull,RN,8.43,"(7.94, 8.95)",57.52,"(49.19, 67.39)",1.11,"(1.06, 1.17)",8.77,"(8.24, 9.34)",,
Hospital-Admission-to-death,Weibull,RO,9.64,"(8.77, 10.61)",62.58,"(49.21, 80.27)",1.23,"(1.12, 1.34)",10.3,"(9.32, 11.31)",,
Hospital-Admission-to-death,Weibull,RR,9.27,"(8.38, 10.23)",61.75,"(48.25, 78.64)",1.19,"(1.09, 1.29)",9.82,"(8.84, 10.85)",,
Hospital-Admission-to-death,Weibull,RS,11.5,"(10.86, 12.19)",99.68,"(86.15, 115.97)",1.16,"(1.1, 1.22)",12.1,"(11.39, 12.86)",,
Hospital-Admission-to-death,Weibull,SC,12.52,"(11.54, 13.56)",125.06,"(101.97, 153.91)",1.12,"(1.05, 1.21)",13.06,"(11.97, 14.21)",,
Hospital-Admission-to-death,Weibull,SE,9.15,"(8.07, 10.37)",107.32,"(78.86, 146.36)",0.89,"(0.82, 0.96)",8.64,"(7.55, 9.79)",,
Hospital-Admission-to-death,Weibull,SP,11.27,"(11.13, 11.42)",89.63,"(86.77, 92.71)",1.2,"(1.18, 1.21)",11.97,"(11.81, 12.13)",,
Hospital-Admission-to-death,Weibull,TO,9.06,"(8.04, 10.16)",61.08,"(45.15, 83.03)",1.17,"(1.06, 1.29)",9.55,"(8.42, 10.72)",,
Hospital-Admission-to-death,Weibull,Brazil,9.92,"(9.84, 9.99)",83.07,"(81.43, 84.73)",1.09,"(1.08, 1.1)",10.24,"(10.16, 10.33)",,
Hospital-Admission-to-death,Log-normal,AC,13.04,"(10.54, 16.09)",405.31,"(191.37, 785.08)",1.97,"(1.79, 2.14)",1.09,"(0.98, 1.2)",,
Hospital-Admission-to-death,Log-normal,AL,9.7,"(8.85, 10.65)",252.83,"(185.27, 338.3)",1.62,"(1.55, 1.7)",1.14,"(1.09, 1.19)",,
Hospital-Admission-to-death,Log-normal,AM,9.46,"(8.97, 9.99)",193.81,"(161.9, 232.35)",1.67,"(1.63, 1.71)",1.07,"(1.04, 1.1)",,
Hospital-Admission-to-death,Log-normal,AP,10.29,"(8.78, 12.13)",170.5,"(95.62, 296.13)",1.86,"(1.72, 1.99)",0.97,"(0.87, 1.07)",,
Hospital-Admission-to-death,Log-normal,BA,11.55,"(10.89, 12.27)",336.07,"(271.64, 414.08)",1.82,"(1.77, 1.87)",1.12,"(1.08, 1.16)",,
Hospital-Admission-to-death,Log-normal,CE,11.47,"(11.04, 11.91)",294.6,"(259.31, 334.24)",1.85,"(1.82, 1.88)",1.08,"(1.06, 1.1)",,
Hospital-Admission-to-death,Log-normal,DF,13.19,"(12.03, 14.5)",311.99,"(229.66, 425.98)",2.07,"(1.99, 2.15)",1.01,"(0.96, 1.06)",,
Hospital-Admission-to-death,Log-normal,ES,11.94,"(11.14, 12.84)",213.63,"(166.93, 272.92)",2.02,"(1.97, 2.08)",0.96,"(0.91, 1.0)",,
Hospital-Admission-to-death,Log-normal,GO,10.82,"(9.75, 12.06)",261.57,"(184.22, 374.96)",1.8,"(1.72, 1.88)",1.08,"(1.02, 1.14)",,
Hospital-Admission-to-death,Log-normal,MA,9.89,"(9.0, 10.84)",385.21,"(278.37, 527.1)",1.5,"(1.42, 1.57)",1.26,"(1.21, 1.31)",,
Hospital-Admission-to-death,Log-normal,MG,11.62,"(10.87, 12.43)",228.53,"(182.78, 285.6)",1.96,"(1.9, 2.01)",0.99,"(0.96, 1.03)",,
Hospital-Admission-to-death,Log-normal,MS,11.81,"(9.66, 14.55)",294.71,"(145.83, 568.16)",1.91,"(1.74, 2.07)",1.05,"(0.94, 1.17)",,
Hospital-Admission-to-death,Log-normal,MT,9.67,"(8.29, 11.28)",183.45,"(107.7, 300.71)",1.73,"(1.61, 1.86)",1.03,"(0.95, 1.12)",,
Hospital-Admission-to-death,Log-normal,PA,9.27,"(8.84, 9.72)",249.3,"(213.1, 292.28)",1.55,"(1.51, 1.59)",1.17,"(1.14, 1.19)",,
Hospital-Admission-to-death,Log-normal,PB,9.25,"(8.48, 10.09)",218.22,"(161.97, 290.82)",1.59,"(1.52, 1.66)",1.12,"(1.08, 1.17)",,
Hospital-Admission-to-death,Log-normal,PE,9.96,"(9.36, 10.62)",478.07,"(386.9, 588.9)",1.42,"(1.37, 1.46)",1.33,"(1.29, 1.36)",,
Hospital-Admission-to-death,Log-normal,PI,12.88,"(11.43, 14.49)",428.38,"(281.63, 629.56)",1.92,"(1.83, 2.02)",1.12,"(1.06, 1.19)",,
Hospital-Admission-to-death,Log-normal,PR,11.99,"(11.16, 12.91)",175.79,"(136.37, 226.3)",2.09,"(2.02, 2.15)",0.89,"(0.85, 0.94)",,
Hospital-Admission-to-death,Log-normal,RJ,10.89,"(10.57, 11.23)",317.99,"(287.24, 352.69)",1.74,"(1.71, 1.76)",1.14,"(1.12, 1.16)",,
Hospital-Admission-to-death,Log-normal,RN,9.54,"(8.72, 10.49)",210.05,"(154.45, 283.81)",1.66,"(1.59, 1.73)",1.09,"(1.04, 1.14)",,
